date, leftPanel, pair, rightPanel
11/06/2020, 660, 27,368
12/06/2020, 560, 12,499
13/06/2020, 570, 28,170
14/06/2020, 150, 64,356
15/06/2020, 189, 81,489
16/06/2020, 467, 70,370
17/06/2020, 457, 60,569
18/06/2020, 250, 79,667
19/06/2020, 256, 30,145
20/06/2020, 599, 32,228
21/06/2020, 359, 75,348
22/06/2020, 599, 33,229
23/06/2020, 144, 97,188
24/06/2020, 138, 22,778
25/06/2020, 225, 95,799
26/06/2020, 290, 13,670
27/06/2020, 669, 18,369
28/06/2020, 399, 11,290
29/06/2020, 166, 29,389
30/06/2020, 136, 09,379
01/07/2020, 138, 38,125
02/07/2020, 279, 84,590
03/07/2020, 359, 74,680
04/07/2020, 346, 30,668
05/07/2020, 270, 99,478
06/07/2020, 226, 05,357
07/07/2020, 459, 87,133
08/07/2020, 556, 60,479
09/07/2020, 467, 76,169
10/07/2020, 370, 08,990
11/07/2020, 489, 12,138
12/07/2020, 389, 07,890
13/07/2020, 470, 19,360
14/07/2020, 180, 99,234
15/07/2020, 369, 84,239
16/07/2020, 137, 14,590
17/07/2020, 669, 17,458
18/07/2020, 368, 74,257
19/07/2020, 266, 48,477
20/07/2020, 233, 80,389
21/07/2020, 678, 12,246
22/07/2020, 468, 81,560
23/07/2020, 160, 76,358
24/07/2020, 689, 34,147
25/07/2020, 600, 69,469
26/07/2020, 256, 32,778
27/07/2020, 178, 62,679
28/07/2020, 469, 95,456
29/07/2020, 225, 96,150
30/07/2020, 237, 28,800
31/07/2020, 478, 92,156
01/08/2020, 578, 01,380
02/08/2020, 130, 44,356
03/08/2020, 270, 95,780
04/08/2020, 258, 57,458
05/08/2020, 579, 19,568
06/08/2020, 168, 58,279
07/08/2020, 146, 11,560
08/08/2020, 490, 37,160
09/08/2020, 247, 31,245
10/08/2020, 135, 90,578
11/08/2020, 349, 68,170
12/08/2020, 488, 01,245
13/08/2020, 780, 50,569
14/08/2020, 677, 07,700
15/08/2020, ***, **,***
16/08/2020, 667, 99,360
17/08/2020, 266, 44,112
18/08/2020, 270, 91,344
19/08/2020, 300, 33,355
20/08/2020, 450, 91,399
21/08/2020, 788, 39,289
22/08/2020, 199, 97,377
23/08/2020, 158, 47,250
24/08/2020, 278, 71,380
25/08/2020, 239, 46,600
26/08/2020, 670, 38,350
27/08/2020, 228, 20,389
28/08/2020, 117, 98,459
29/08/2020, 236, 15,357
30/08/2020, 148, 33,689
31/08/2020, 100, 17,340
01/09/2020, 226, 01,399
02/09/2020, 334, 08,459
03/09/2020, 489, 15,258
