date, leftPanel, pair, rightPanel
08/11/2016, 467, 71,560
09/11/2016, 590, 48,224
10/11/2016, 770, 40,677
11/11/2016, 122, 57,700
12/11/2016, 290, 18,369
14/11/2016, 670, 33,139
15/11/2016, 158, 41,588
16/11/2016, 267, 58,440
17/11/2016, 577, 91,236
18/11/2016, 157, 36,178
19/11/2016, 457, 67,179
21/11/2016, 124, 77,133
22/11/2016, 249, 55,113
23/11/2016, 678, 13,580
24/11/2016, 277, 66,123
25/11/2016, 580, 32,390
26/11/2016, 458, 76,259
28/11/2016, 238, 38,459
29/11/2016, 480, 23,157
30/11/2016, 280, 08,224
01/12/2016, 136, 07,467
02/12/2016, 679, 23,139
03/12/2016, 270, 91,100
05/12/2016, 556, 69,568
06/12/2016, 288, 87,467
07/12/2016, 690, 55,348
08/12/2016, 268, 61,290
09/12/2016, 256, 38,567
10/12/2016, 690, 51,579
12/12/2016, 169, 67,340
13/12/2016, 277, 60,136
14/12/2016, 157, 37,340
15/12/2016, 560, 19,270
16/12/2016, 278, 77,188
17/12/2016, 345, 24,356
19/12/2016, 140, 57,250
20/12/2016, 145, 00,136
21/12/2016, 145, 00,136
22/12/2016, 468, 87,368
23/12/2016, 167, 44,347
24/12/2016, 139, 32,589
24/12/2016, 245, 16,367
25/12/2016, 268, 65,230
26/12/2016, 569, 00,190
27/12/2016, 235, 02,589
28/12/2016, 230, 54,149
29/12/2016, 336, 26,169
31/12/2016, 237, 24,158
01/01/2017, 460, 09,289
02/01/2017, 370, 03,148
03/01/2017, 340, 72,200
04/01/2017, 256, 36,790
05/01/2017, 470, 18,378
07/01/2017, 240, 63,346
08/01/2017, 123, 61,560
09/01/2017, 390, 24,149
10/01/2017, 470, 14,149
11/01/2017, 789, 43,300
12/01/2017, 478, 97,458
14/01/2017, 349, 60,578
15/01/2017, 789, 44,257
16/01/2017, 230, 58,800
17/01/2017, 120, 32,156
18/01/2017, 230, 53,779
19/01/2017, 235, 07,250
21/01/2017, 455, 40,479
22/01/2017, 589, 25,159
23/01/2017, 478, 99,568
24/01/2017, 900, 94,257
25/01/2017, ***, **,***
26/01/2017, 247, 38,459
28/01/2017, 379, 95,799
29/01/2017, 370, 02,156
30/01/2017, 126, 96,448
31/01/2017, 136, 03,120
01/02/2017, 188, 70,226
02/02/2017, 799, 58,134
04/02/2017, 579, 17,359
05/02/2017, 457, 60,370
06/02/2017, 990, 85,889
07/02/2017, 789, 47,467
08/02/2017, 157, 38,116
09/02/2017, 469, 99,180
11/02/2017, 127, 02,129
12/02/2017, 255, 22,390
13/02/2017, 180, 98,116
14/02/2017, 134, 86,259
15/02/2017, 568, 99,126
16/02/2017, 156, 29,379
18/02/2017, 700, 73,157
19/02/2017, 128, 12,110
20/02/2017, 390, 25,357
21/02/2017, 678, 14,455
22/02/2017, 458, 79,135
23/02/2017, 230, 54,680
25/02/2017, 126, 93,247
26/02/2017, 457, 67,160
27/02/2017, 133, 72,345
28/02/2017, 688, 25,799
01/03/2017, 370, 09,270
02/03/2017, 559, 97,188
04/03/2017, 899, 67,449
05/03/2017, 140, 59,478
06/03/2017, 123, 68,125
07/03/2017, 178, 69,568
08/03/2017, 345, 27,179
09/03/2017, 247, 34,455
11/03/2017, 366, 59,225
12/03/2017, ***, **,***
13/03/2017, 159, 51,579
14/03/2017, 688, 25,113
15/03/2017, 369, 82,129
16/03/2017, 124, 78,288
18/03/2017, 557, 78,279
19/03/2017, 336, 29,135
20/03/2017, 289, 91,128
21/03/2017, 278, 70,569
22/03/2017, 223, 71,579
23/03/2017, 679, 28,260
25/03/2017, 117, 93,689
26/03/2017, 355, 38,567
27/03/2017, 780, 51,155
28/03/2017, 139, 32,679
