date, leftPanel, pair, rightPanel
06/11/2017, 247, 33,355
07/11/2017, 599, 31,380
08/11/2017, 137, 13,490
09/11/2017, 377, 75,140
10/11/2017, 700, 73,300
13/11/2017, 339, 59,234
14/11/2017, 128, 11,245
15/11/2017, 177, 51,489
16/11/2017, 167, 48,134
17/11/2017, 660, 22,589
20/11/2017, 567, 83,580
21/11/2017, 156, 26,367
22/11/2017, 245, 12,200
23/11/2017, 119, 19,135
24/11/2017, 268, 63,355
27/11/2017, 257, 44,167
28/11/2017, 290, 19,379
29/11/2017, 670, 37,340
30/11/2017, 115, 79,289
01/12/2017, 799, 59,289
04/12/2017, 127, 06,169
05/12/2017, 589, 21,236
06/12/2017, 440, 85,249
07/12/2017, 225, 90,460
08/12/2017, 256, 30,677
11/12/2017, 300, 32,147
12/12/2017, 334, 01,290
13/12/2017, 356, 44,347
14/12/2017, 379, 99,180
15/12/2017, 159, 58,170
18/12/2017, 129, 25,249
19/12/2017, 270, 98,350
20/12/2017, 200, 28,558
21/12/2017, 257, 44,266
22/12/2017, 380, 14,220
25/12/2017, 670, 35,780
26/12/2017, 150, 65,690
27/12/2017, 350, 89,180
28/12/2017, 346, 32,390
29/12/2017, 340, 70,235
01/01/2018, 238, 35,113
02/01/2018, 589, 25,168
03/01/2018, 336, 25,230
04/01/2018, 156, 24,149
05/01/2018, 134, 87,278
08/01/2018, 379, 90,370
09/01/2018, 147, 28,170
10/01/2018, 229, 33,779
11/01/2018, 166, 31,560
12/01/2018, 569, 06,349
15/01/2018, 345, 27,179
16/01/2018, 267, 50,334
17/01/2018, 239, 43,166
18/01/2018, 133, 70,235
19/01/2018, 477, 82,345
22/01/2018, 289, 99,568
23/01/2018, 690, 54,167
24/01/2018, 178, 63,779
25/01/2018, 144, 99,270
26/01/2018, ***, **,***
29/01/2018, 167, 48,350
30/01/2018, 150, 61,128
31/01/2018, 568, 98,567
01/02/2018, 446, 41,236
02/02/2018, 344, 10,488
05/02/2018, 149, 49,478
06/02/2018, 558, 83,599
07/02/2018, 260, 86,268
08/02/2018, 178, 67,269
09/02/2018, 990, 82,138
12/02/2018, 359, 71,236
13/02/2018, 244, 05,140
14/02/2018, 668, 08,134
15/02/2018, 156, 24,770
16/02/2018, 890, 73,788
19/02/2018, 667, 95,780
20/02/2018, 168, 54,112
21/02/2018, 236, 10,460
22/02/2018, 179, 74,347
23/02/2018, 355, 36,178
26/02/2018, 138, 21,146
27/02/2018, 160, 78,224
28/02/2018, 688, 25,500
01/03/2018, 489, 18,170
02/03/2018, ***, **,***
05/03/2018, 245, 12,156
06/03/2018, 137, 14,590
07/03/2018, 257, 40,136
08/03/2018, 589, 25,799
09/03/2018, 160, 71,489
12/03/2018, 138, 20,235
13/03/2018, 122, 56,600
14/03/2018, 158, 40,389
15/03/2018, 469, 91,155
16/03/2018, 278, 73,337
19/03/2018, 457, 69,180
20/03/2018, 388, 96,358
21/03/2018, 345, 29,270
22/03/2018, 266, 44,356
23/03/2018, 168, 54,680
26/03/2018, 560, 17,467
27/03/2018, 138, 25,799
28/03/2018, 890, 78,459
29/03/2018, 490, 36,349
30/03/2018, 138, 26,556
02/04/2018, 156, 22,660
03/04/2018, 779, 38,468
04/04/2018, 448, 62,570
05/04/2018, 300, 33,148
06/04/2018, 180, 96,790
09/04/2018, 229, 39,135
10/04/2018, 179, 73,247
11/04/2018, 158, 46,367
12/04/2018, 146, 11,489
13/04/2018, 112, 47,377
16/04/2018, 589, 25,258
17/04/2018, 349, 61,290
18/04/2018, 246, 20,244
19/04/2018, 258, 51,146
20/04/2018, 137, 15,366
23/04/2018, 259, 62,110
24/04/2018, 260, 80,370
25/04/2018, 228, 23,238
26/04/2018, 490, 36,880
27/04/2018, 258, 58,170
30/04/2018, 135, 93,779
01/05/2018, 360, 98,567
02/05/2018, 700, 75,168
03/05/2018, 359, 75,230
04/05/2018, 180, 97,124
07/05/2018, 119, 18,440
08/05/2018, 150, 67,188
09/05/2018, 349, 63,148
10/05/2018, 990, 81,344
11/05/2018, 449, 77,458
14/05/2018, 578, 07,250
15/05/2018, 360, 95,267
16/05/2018, 180, 94,130
17/05/2018, 140, 51,335
18/05/2018, 459, 85,366
21/05/2018, 177, 58,350
22/05/2018, 267, 50,389
23/05/2018, 244, 01,146
24/05/2018, 126, 94,149
25/05/2018, ***, **,***
28/05/2018, 155, 12,129
29/05/2018, 670, 38,189
30/05/2018, 167, 49,225
31/05/2018, 150, 62,228
01/06/2018, 138, 20,190
04/06/2018, 248, 49,667
05/06/2018, 259, 64,455
06/06/2018, 330, 69,568
07/06/2018, 569, 01,227
08/06/2018, 259, 69,478
11/06/2018, 170, 89,360
12/06/2018, 590, 40,244
13/06/2018, 366, 53,247
14/06/2018, 368, 72,156
15/06/2018, 246, 24,167
18/06/2018, 290, 18,125
19/06/2018, 199, 90,334
20/06/2018, 890, 73,346
21/06/2018, 113, 59,667
22/06/2018, 337, 39,135
25/06/2018, 260, 83,148
26/06/2018, 590, 43,256
27/06/2018, 256, 31,245
28/06/2018, 569, 05,500
29/06/2018, 244, 04,356
02/07/2018, 488, 04,149
03/07/2018, 245, 15,258
04/07/2018, 580, 39,667
05/07/2018, 189, 80,244
06/07/2018, 137, 18,279
09/07/2018, 123, 68,116
10/07/2018, 369, 82,499
11/07/2018, 389, 09,135
12/07/2018, 258, 53,580
13/07/2018, 230, 53,229
16/07/2018, 156, 28,170
17/07/2018, 245, 12,390
18/07/2018, 127, 07,124
19/07/2018, 190, 04,446
20/07/2018, 458, 73,120
23/07/2018, 267, 50,569
24/07/2018, 238, 34,167
25/07/2018, 124, 71,100
26/07/2018, 140, 57,458
27/07/2018, 557, 78,350
30/07/2018, 358, 60,479
31/07/2018, 267, 57,359
01/08/2018, 368, 78,350
02/08/2018, 339, 58,134
03/08/2018, 558, 80,370
06/08/2018, 370, 01,470
07/08/2018, 148, 32,129
08/08/2018, 238, 39,568
09/08/2018, 130, 41,579
10/08/2018, ***, **,***
13/08/2018, 247, 32,345
14/08/2018, 146, 17,115
15/08/2018, ***, **,***
16/08/2018, 679, 24,158
17/08/2018, 377, 71,290
20/08/2018, 134, 87,458
21/08/2018, 266, 40,460
22/08/2018, 170, 83,247
23/08/2018, 289, 96,114
24/08/2018, 450, 94,590
27/08/2018, ***, **,***
28/08/2018, ***, **,***
29/08/2018, 334, 01,128
30/08/2018, 377, 70,280
31/08/2018, 330, 63,599
03/09/2018, 490, 38,558
04/09/2018, 112, 48,468
05/09/2018, 380, 19,568
06/09/2018, 113, 57,179
07/09/2018, 366, 51,470
10/09/2018, 560, 17,557
11/09/2018, 570, 20,299
12/09/2018, 220, 46,899
13/09/2018, 258, 59,135
14/09/2018, 790, 60,389
17/09/2018, 180, 98,378
18/09/2018, 160, 76,349
19/09/2018, 799, 56,268
20/09/2018, 556, 64,266
21/09/2018, 139, 36,367
24/09/2018, 256, 38,189
25/09/2018, 179, 75,690
26/09/2018, 135, 94,112
27/09/2018, 570, 21,236
28/09/2018, 589, 26,448
01/10/2018, 269, 76,277
02/10/2018, 259, 63,346
03/10/2018, 559, 90,479
04/10/2018, 690, 52,129
05/10/2018, 155, 13,355
08/10/2018, 480, 28,468
09/10/2018, 129, 21,155
10/10/2018, 134, 86,790
11/10/2018, 167, 43,670
12/10/2018, 279, 87,368
15/10/2018, 788, 31,290
16/10/2018, 780, 55,339
17/10/2018, 670, 34,400
18/10/2018, 250, 74,356
19/10/2018, 129, 20,136
22/10/2018, 370, 06,178
23/10/2018, 122, 54,338
24/10/2018, 126, 96,169
25/10/2018, 189, 81,236
26/10/2018, 669, 14,347
29/10/2018, 190, 02,679
30/10/2018, 233, 83,148
31/10/2018, 590, 48,459
01/11/2018, 390, 23,779
02/11/2018, 359, 72,679
05/11/2018, ***, **,***
06/11/2018, ***, **,***
07/11/2018, ***, **,***
08/11/2018, ***, **,***
09/11/2018, ***, **,***
12/11/2018, 578, 09,117
13/11/2018, 157, 31,399
14/11/2018, 450, 91,290
15/11/2018, 280, 04,789
16/11/2018, 390, 20,479
19/11/2018, 150, 66,169
20/11/2018, 127, 07,188
21/11/2018, 000, 02,246
22/11/2018, 269, 79,289
23/11/2018, 260, 82,345
26/11/2018, 389, 08,440
27/11/2018, 590, 46,367
28/11/2018, 780, 51,678
29/11/2018, 156, 21,146
30/11/2018, 456, 59,469
03/12/2018, 129, 22,138
04/12/2018, 357, 51,470
05/12/2018, 180, 94,239
06/12/2018, 349, 66,240
07/12/2018, 126, 98,279
10/12/2018, 245, 19,126
11/12/2018, 250, 79,577
12/12/2018, 115, 76,600
13/12/2018, 580, 30,145
14/12/2018, 180, 93,490
17/12/2018, 370, 00,136
18/12/2018, 168, 56,169
19/12/2018, 599, 30,479
20/12/2018, 240, 66,178
21/12/2018, 290, 14,239
24/12/2018, ***, **,***
25/12/2018, 490, 37,566
26/12/2018, 160, 78,440
27/12/2018, 128, 16,123
28/12/2018, 258, 53,256
31/12/2018, 458, 78,459
01/01/2019, 280, 05,258
02/01/2019, 228, 27,458
03/01/2019, 899, 64,680
04/01/2019, 467, 71,489
07/01/2019, 344, 10,677
08/01/2019, 126, 99,144
09/01/2019, 790, 64,680
10/01/2019, 568, 97,377
11/01/2019, 139, 33,689
14/01/2019, 240, 68,279
15/01/2019, 158, 48,170
16/01/2019, 688, 22,129
17/01/2019, 123, 65,140
18/01/2019, 178, 69,577
21/01/2019, 389, 00,235
22/01/2019, 134, 80,479
23/01/2019, ***, **,***
24/01/2019, 127, 07,340
25/01/2019, 250, 75,348
28/01/2019, 368, 70,550
29/01/2019, 125, 85,357
