date, leftPanel, pair, rightPanel
13/02/2014, 147, 28,459
14/02/2014, 180, 90,244
15/02/2014, 589, 22,156
17/02/2014, 178, 68,170
18/02/2014, 249, 59,270
19/02/2014, 280, 02,237
20/02/2014, 258, 53,148
21/02/2014, 335, 18,125
22/02/2014, 337, 34,789
24/02/2014, 378, 81,470
25/02/2014, 234, 95,267
26/02/2014, 456, 55,357
27/02/2014, 889, 51,146
28/02/2014, 600, 65,177
01/03/2014, 349, 69,388
03/03/2014, 690, 59,667
04/03/2014, 899, 62,499
05/03/2014, 290, 12,336
06/03/2014, 368, 70,226
07/03/2014, 690, 51,155
08/03/2014, 337, 31,669
10/03/2014, 349, 69,180
11/03/2014, 234, 98,125
12/03/2014, 189, 87,269
13/03/2014, 790, 66,268
14/03/2014, 499, 24,680
15/03/2014, 790, 64,257
17/03/2014, ***, **,***
18/03/2014, 233, 83,490
19/03/2014, 250, 76,790
20/03/2014, 148, 31,678
21/03/2014, 347, 44,680
22/03/2014, 680, 46,556
24/03/2014, ***, **,***
25/03/2014, ***, **,***
26/03/2014, ***, **,***
27/03/2014, 355, 37,160
28/03/2014, 156, 21,470
29/03/2014, 247, 34,590
31/03/2014, 590, 44,112
01/04/2014, 390, 27,368
02/04/2014, 570, 26,349
03/04/2014, 246, 21,119
04/04/2014, 246, 28,134
05/04/2014, 125, 81,236
07/04/2014, 479, 09,568
08/04/2014, 569, 00,479
09/04/2014, 268, 64,347
10/04/2014, 589, 28,125
11/04/2014, 118, 02,570
12/04/2014, 123, 66,169
14/04/2014, 129, 26,268
15/04/2014, 457, 60,190
16/04/2014, 348, 58,468
17/04/2014, 480, 22,138
18/04/2014, 344, 11,579
19/04/2014, 248, 45,267
21/04/2014, 266, 44,590
22/04/2014, 150, 69,270
23/04/2014, 359, 74,248
24/04/2014, 230, 57,557
25/04/2014, 239, 44,590
26/04/2014, 366, 57,340
28/04/2014, 677, 07,115
29/04/2014, 126, 92,589
30/04/2014, 448, 60,235
01/05/2014, 180, 99,667
02/05/2014, 169, 63,490
03/05/2014, 260, 84,446
05/05/2014, 770, 45,177
06/05/2014, 244, 03,337
07/05/2014, 157, 30,677
08/05/2014, 270, 93,157
09/05/2014, 559, 91,146
10/05/2014, 336, 27,179
12/05/2014, 259, 60,569
13/05/2014, 146, 17,359
14/05/2014, 358, 69,180
15/05/2014, 567, 82,679
16/05/2014, 257, 49,234
17/05/2014, 150, 69,568
19/05/2014, 179, 77,269
20/05/2014, 880, 61,236
21/05/2014, 268, 61,489
22/05/2014, 569, 00,235
23/05/2014, 580, 39,450
24/05/2014, 459, 84,789
26/05/2014, 146, 11,380
27/05/2014, 445, 37,340
28/05/2014, 588, 14,112
29/05/2014, 126, 99,379
30/05/2014, 250, 77,368
31/05/2014, 356, 43,256
02/06/2014, 667, 90,118
03/06/2014, 669, 16,114
04/06/2014, 268, 62,228
05/06/2014, 480, 27,250
06/06/2014, 177, 52,156
07/06/2014, 569, 05,168
09/06/2014, 338, 43,300
10/06/2014, 577, 91,588
